group	score_KO_HM_1	score_KO_HM_123	score_KO_HM_2	score_KO_HM_3	score_KO_Hpool_123	score_KO_LM_123	score_KO_Lpool_123	score_cDNA_HM_1	score_cDNA_HM_123	score_cDNA_HM_2	score_cDNA_HM_3	score_cDNA_Hpool_123	score_cDNA_LM_123	score_cDNA_Lpool_123	lfc_KO_HM_1	lfc_KO_HM_123	lfc_KO_HM_2	lfc_KO_HM_3	lfc_KO_Hpool_123	lfc_KO_LM_123	lfc_KO_Lpool_123	lfc_cDNA_HM_1	lfc_cDNA_HM_123	lfc_cDNA_HM_2	lfc_cDNA_HM_3	lfc_cDNA_Hpool_123	lfc_cDNA_LM_123	lfc_cDNA_Lpool_123	p_KO_HM_1	p_KO_HM_123	p_KO_HM_2	p_KO_HM_3	p_KO_Hpool_123	p_KO_LM_123	p_KO_Lpool_123	p_cDNA_HM_1	p_cDNA_HM_123	p_cDNA_HM_2	p_cDNA_HM_3	p_cDNA_Hpool_123	p_cDNA_LM_123	p_cDNA_Lpool_123	logP_KO_HM_1	logP_KO_HM_123	logP_KO_HM_2	logP_KO_HM_3	logP_KO_Hpool_123	logP_KO_LM_123	logP_KO_Lpool_123	logP_cDNA_HM_1	logP_cDNA_HM_123	logP_cDNA_HM_2	logP_cDNA_HM_3	logP_cDNA_Hpool_123	logP_cDNA_LM_123	logP_cDNA_Lpool_123	fdr_KO_HM_1	fdr_KO_HM_123	fdr_KO_HM_2	fdr_KO_HM_3	fdr_KO_Hpool_123	fdr_KO_LM_123	fdr_KO_Lpool_123	fdr_cDNA_HM_1	fdr_cDNA_HM_123	fdr_cDNA_HM_2	fdr_cDNA_HM_3	fdr_cDNA_Hpool_123	fdr_cDNA_LM_123	fdr_cDNA_Lpool_123	guides_good_KO_HM_1	guides_good_KO_HM_123	guides_good_KO_HM_2	guides_good_KO_HM_3	guides_good_KO_Hpool_123	guides_good_KO_LM_123	guides_good_KO_Lpool_123	guides_good_cDNA_HM_1	guides_good_cDNA_HM_123	guides_good_cDNA_HM_2	guides_good_cDNA_HM_3	guides_good_cDNA_Hpool_123	guides_good_cDNA_LM_123	guides_good_cDNA_Lpool_123	guides_KO_HM_1	guides_KO_HM_123	guides_KO_HM_2	guides_KO_HM_3	guides_KO_Hpool_123	guides_KO_LM_123	guides_KO_Lpool_123	guides_cDNA_HM_1	guides_cDNA_HM_123	guides_cDNA_HM_2	guides_cDNA_HM_3	guides_cDNA_Hpool_123	guides_cDNA_LM_123	guides_cDNA_Lpool_123
RNF11	0.54904	0.21361	0.52027	0.63007	0.31063	0.38381	0.11631	0.64205	0.29485	0.40569	0.69851	0.66151	0.41922	0.42563	-0.171265	0.114358	0.031641999999999997	-0.309215	0.1025405	0.442835	0.45743	-1.1853950000000002	-1.52179	-0.9378599999999999	-2.173915	-1.4933699999999999	-0.65562	-0.65022	0.74333	0.40611	0.70492	0.78342	0.47885	0.60603	0.24959	0.79775	0.51692	0.631	0.83076	0.7496	0.64017	0.57719	0.12881833918475583	0.3913563163672678	0.151860167448271	0.1060053455035401	0.31980050824398043	0.21750587663904083	0.602772818956839	0.09813318713445199	0.28657666434690704	0.19997064075586568	0.08052442234093891	0.12517042212027812	0.19370468186282452	0.2386812018031454	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	1	2	2	1	3	2	1	1	1	2	1	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF111	0.18178	0.10805	0.1586	0.27667	0.20606	0.032857	0.015378	0.47473	0.025822	0.15475	0.051961	0.05484	0.058325	0.060942	0.385955	0.325046	0.28755000000000003	0.399795	0.3525435	0.6649750000000001	0.71845	-0.028065000000000007	0.44999	0.38644999999999996	0.819395	0.5370699999999999	0.32867999999999997	0.39661	0.39461	0.26305	0.35622	0.50313	0.38092	0.11231	0.052662	0.69556	0.090764	0.35245	0.16621	0.14958	0.17142	0.16366	0.403831913281014	0.5799616938668221	0.4482817006902977	0.29831978633949546	0.4191662243419152	0.9495815727548648	1.2785026512597657	0.15766540119314834	1.042086372861495	0.45290248509610637	0.7793428505027497	0.825126471112583	0.7659385092336134	0.7860574531599218	0.998643	0.999874	0.999582	0.998991	0.999996	0.984981	0.830261	0.999406	0.957677	0.996673	0.999828	0.951093	0.871152	0.935274	3	4	4	3	3	4	4	3	5	4	5	4	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF112	0.036615	0.0083335	0.12427	0.13682	0.042062	0.5056	0.83921	0.10361	0.13385	0.86062	0.062626	0.24637	0.097924	0.04184	0.7554350000000001	0.5695060000000001	0.42054	0.314305	0.4293335	0.017658999999999994	-0.09765000000000001	0.171053	0.035849000000000006	-0.76931	0.626745	0.3189	0.31974	0.59536	0.12393	0.032936	0.29563	0.31935	0.1198	0.7102	0.84268	0.26541	0.31345	0.91108	0.192	0.43646	0.24802	0.11905	0.9068235503037515	1.4823291460105703	0.5292514966190136	0.49573307950599615	0.9215431819467074	0.14861933203440328	0.07433731341554818	0.5760827180088771	0.5038317258250223	0.040443486876476434	0.7166987712964504	0.36005555167269	0.6055132968374152	0.9242706002591013	0.905	0.667312	0.999582	0.998991	0.982471	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.90974	0.933821	4	4	3	2	4	2	1	3	4	1	4	3	3	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF113A	0.10881	0.22041	0.0041071	0.0067826	0.61534	0.031373	0.026408	0.014003	0.034517	0.70725	0.0084748	0.0059676	0.041549	0.38259	0.246455	-0.039574	-0.45364999999999994	0.872105	-0.5208865	-0.039135	-0.49525	0.029265	-1.39419	-1.15356	-2.179515	-1.6206699999999998	-0.72967	-0.9796400000000001	0.26564	0.41446	0.019003	0.030265	0.71165	0.10769	0.081009	0.052352	0.11689	0.83244	0.029377	0.023586	0.1366	0.54008	0.5757065284331936	0.382517377339363	1.7211778316473123	1.5190593217514292	0.14773354630867594	0.9678246230386371	1.091466728859548	1.2810667223447898	0.9322226413666828	0.07964705945284303	1.5319925567407635	1.6273457057962673	0.8645493006544862	0.26754190501923614	0.998643	0.999874	0.486022	0.593384	0.999996	0.977874	0.957381	0.75154	0.957677	0.996673	0.64734	0.493871	0.840335	0.999996	3	2	1	3	1	2	2	3	2	2	2	1	2	1	5	6	6	6	6	6	6	5	6	6	4	6	6	6
RNF113B	0.9423	0.34277	0.33153	0.32835	0.075082	0.25065	0.15303	0.11473	0.062855	0.39004	0.43935	0.18074	0.021947	0.035199	-0.933595	0.08221	0.22208	0.033235	0.2344235	-0.629305	-0.45237	0.665205	0.1191938	-0.42000000000000004	-0.327075	-0.11241999999999999	0.8081499999999999	0.55936	0.94653	0.55525	0.54882	0.55438	0.18428	0.47251	0.30489	0.28444	0.1817	0.61626	0.66459	0.34633	0.078687000000000007	0.10323	0.02386561664156606	0.2555114327794884	0.26057007053131326	0.25619244586795553	0.734521796419358	0.3255889958343742	0.5158568197016569	0.54600933003177	0.7406450726919657	0.21023602039693257	0.1774461977811909	0.4605098871102413	1.1040970121722828	0.9861940726594074	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.989288	0.996673	0.999828	0.999996	0.779319	0.916104	1	2	3	3	1	2	2	4	4	2	2	3	3	4	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF114	0.91793	0.96316	0.89799	0.47899	0.87583	0.46216	0.46125	0.88107	0.84384	0.30381	0.11602	0.87148	0.3936	0.96219	-0.311815	-0.104414	-0.03548500000000001	-1.1001249999999998	-0.1303965	-0.5492950000000001	-0.54877	-1.9665949999999999	-0.81665	-0.35550000000000004	0.410725	-1.16957	0.61299	0.23238199999999998	0.93171	0.96389	0.91092	0.69829	0.87588	0.68235	0.60898	0.91934	0.89408	0.51638	0.28289	0.87241	0.61422	0.96292	0.030719243223622888	0.015972525349057236	0.0405197625266226	0.15596417731444087	0.05755539030189427	0.16599280411436357	0.2153969701458876	0.03652384354765424	0.04862361990193093	0.28703058681197524	0.5483824043336718	0.059279364964120874	0.21167604632957773	0.01640979283576731	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	0	1	3	0	2	2	1	1	2	4	1	2	0	6	6	6	6	6	6	6	6	6	5	5	6	6	6
RNF115	0.0080398	0.25662	0.4114	0.54909	0.40075	0.20688	0.18654	0.80982	0.046187	0.057467	0.0276	0.16829	0.074243	0.3559	0.040760000000000005	-0.552824	-0.21939	-0.912125	-0.4229565	-0.04786499999999999	0.1054865	-0.16769499999999998	0.55313	-0.21598	1.251985	0.432	0.44865999999999995	0.31903	0.03494	0.45803	0.63145	0.73923	0.55499	0.4269	0.35335	0.89791	0.14791	0.17816	0.097427	0.32953	0.20305	0.5176	1.456677099353088	0.3391060756909623	0.1996610324147299	0.1312204165578625	0.25571484207362133	0.36967384519605323	0.4517949043492587	0.046767191687016305	0.8300024629334297	0.7491897959740182	1.0113206701639765	0.48210504164243057	0.6923970061739443	0.28600573233935606	0.70457	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.957677	0.996673	0.930001	0.999996	0.891775	0.999996	5	2	2	1	2	2	3	2	3	3	3	3	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF121	0.31179	0.07008	0.0051243	0.44625	0.054018	0.13105	0.12417	0.25112	0.6587	0.39327	0.46487	0.80511	0.12706	0.43941	0.023601999999999998	0.021077	0.5375	-0.059255	-0.1062465	-0.114155	-0.21766000000000002	-0.9753949999999999	0.132195	-0.21639999999999998	0.438335	-0.29098	0.09208	-0.34700000000000003	0.54015	0.18749	0.022665	0.66757	0.14812	0.30851	0.26168	0.48715	0.79592	0.61941	0.68708	0.82227	0.30149	0.58907	0.2674856195730334	0.7270218909263158	1.6446442766052933	0.17550318836068307	0.829386296622595	0.5107307542419794	0.5822294688830747	0.3123372931141644	0.09913058214245248	0.2080217875007662	0.16299269301935104	0.08498555441082412	0.5207270882231431	0.22983309433448026	0.998643	0.999874	0.531601	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.954208	0.999996	2	3	3	2	3	2	1	2	2	3	3	1	3	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF122	0.0047456	0.048397	0.65927	0.13148	5.1018e-4	0.59106	0.86175	0.27477	0.93653	0.093665	0.51557	0.94572	0.26841	0.53471	0.809275	0.485666	-0.67628	0.24962499999999999	0.6732935	0.012637999999999996	0.22976999999999997	0.457055	0.22281	0.046009999999999995	0.187216	0.13533837	0.44188000000000005	0.34852	0.022189	0.1409	0.7912	0.31021	0.0024486	0.75775	0.86226	0.51007	0.93979	0.24656	0.73211	0.94678	0.48836	0.67496	1.653862269839556	0.8510890068906436	0.101713721410877	0.5083442062812205	2.6110821548430856	0.1204740549603401	0.06436176023150765	0.2923702189459705	0.02696918047493636	0.6080773786256559	0.135423661012765	0.023750924783278917	0.3112599149374132	0.1707219639008504	0.649835	0.999874	0.999582	0.998991	0.244859	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.991188	0.999996	6	4	2	4	6	2	1	1	1	2	1	0	3	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF123	0.85344	0.61819	0.53149	0.68531	0.35698	0.029492	0.020303	0.11176	0.35953	0.96486	0.037669	0.83851	0.028959	0.074509	-2.670095	-1.2591839999999999	-1.31203	-1.530525	-2.0506165000000003	0.077829	-0.38729	1.034035	0.79839	-1.13176	0.624765	-0.41118000000000005	0.80045	-0.97384	0.87639	0.73594	0.58529	0.70236	0.47611	0.090509	0.054398	0.24228	0.51871	0.965	0.091726	0.83753	0.07205	0.16701	0.05730258657641263	0.13315759154715487	0.2326288959813596	0.15344022983819466	0.3222926967040021	1.043308233435711	1.2644170673042265	0.6156824350087359	0.2850753793382912	0.015472686656207449	1.0375075448528588	0.07699962775247786	1.142366014849992	0.7772575239733992	0.998643	0.999874	0.999582	0.998991	0.999996	0.971472	0.830261	0.999406	0.99906	0.996673	0.904656	0.999996	0.779319	0.935274	1	1	1	1	1	1	1	1	1	0	2	0	3	3	5	5	3	3	4	5	4	4	4	3	3	5	3	5
RNF125	0.16873	0.10047	0.78919	0.039699	0.077087	0.96222	0.89948	0.076791	0.46116	0.90292	0.63431	0.38318	0.72457	0.80917	0.416875	0.232406	-0.48506999999999995	0.315955	0.2152835	-0.10083500000000001	-0.09091000000000002	-0.18988500000000003	-0.22779999999999997	-0.04682	-0.11723500000000003	-0.021919999999999995	0.016160000000000008	0.218329	0.37412	0.24825	0.86639	0.13273	0.18732	0.96275	0.90009	0.21684	0.681	0.92641	0.79575	0.55007	0.83749	0.81853	0.4269890743266135	0.6051107428325813	0.06228656904418849	0.8770309056062531	0.7274158508899577	0.01648647270523129	0.04571406328381248	0.6638606013914433	0.16685288808721482	0.033196765661782285	0.09922335270695931	0.25958204017973285	0.07702036992783033	0.08696539860305526	0.998643	0.999874	0.999582	0.948781	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	4	1	4	3	0	0	4	3	1	1	2	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF126	0.12607	0.16442	0.28062	0.49012	0.34552	0.42229	0.88532	0.99656	0.91913	0.43262	0.57388	0.74892	0.091733	0.021713	0.7162649999999999	0.16513	-0.31006999999999996	-0.206685	0.1265695	-0.9620550000000001	-0.97065	-1.813895	-0.37693	0.005959999999999993	-0.533695	-0.19862999999999997	-0.43713	-0.26878	0.30156	0.34596	0.49609	0.70758	0.50789	0.64389	0.88528	0.99674	0.92773	0.65652	0.72965	0.78946	0.23649	0.068404	0.5206262653597992	0.4609741115641674	0.3044395272242266	0.15022445107660476	0.29423033804278165	0.19118831971070718	0.0529193471299228	0.0014181127928363008	0.03257839939713948	0.1827520391749059	0.13688541319380343	0.10266986973340879	0.6261872187174535	1.164918501684344	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.907978	0.853121	2	1	1	1	2	1	0	0	1	3	1	1	2	2	6	6	6	6	6	6	6	6	6	6	5	6	6	6
RNF128	0.47175	0.67639	0.25974	0.19903	0.18408	0.11171	0.054608	0.15789	0.13901	0.084328	0.087215	0.12199	0.21835	0.22617	0.156824	-0.214194	-0.1383	-0.222665	-0.16443649999999999	0.371965	0.44966	-0.493185	-0.027010000000000006	0.024380000000000013	0.295555	0.04999200000000001	-0.18658	-0.12417	0.6918	0.79852	0.47318	0.42256	0.34898	0.27449	0.14955	0.3577	0.32257	0.22938	0.23773	0.26324	0.43521	0.40799	0.16001944232165735	0.09771420190387985	0.3249736200736923	0.37411161613715116	0.4571994616898944	0.5614734727946813	0.8252135826326631	0.4464810598510304	0.491376025788654	0.6394444515973282	0.6239160096376385	0.5796481178720417	0.361301134231467	0.3893504815131648	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.983214	0.999406	0.99906	0.996673	0.999828	0.991768	0.975426	0.995753	3	1	1	1	1	3	3	4	3	2	4	3	3	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF13	0.13784	0.37512	0.39679	0.44654	0.131	0.12578	0.16379	0.94093	0.99583	0.86409	0.96412	0.99218	0.98337	0.62882	0.084481	0.163439	-0.18200000000000002	0.25448499999999996	0.18137350000000002	0.252895	0.29757	-0.398575	-0.8866899999999999	-0.28075	-1.312515	-0.49527000000000004	-1.214	-0.83836	0.32174	0.58819	0.61617	0.66786	0.27038	0.29931	0.32098	0.94725	0.99613	0.9121	0.96463	0.99228	0.98406	0.71988	0.4924949425193328	0.23048236334091257	0.21029945037419825	0.17531456686538685	0.5680254362913396	0.5238787730620172	0.4935220272843422	0.023535386052969193	0.0016839802525648185	0.039957544273158466	0.01563923564256601	0.0033657620227116624	0.006978421005136752	0.1427398920149202	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	4	2	2	3	1	3	2	1	0	1	1	0	0	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF130	0.089878	0.026283	3.8378e-4	0.32655	0.0269	0.093202	0.13411	0.33677	0.40331	0.65017	0.40492	0.33912	0.37454	0.32903	0.614595	0.336396	0.91665	0.158359	0.2961935	0.472695	0.45629	-1.4301949999999999	-0.33453999999999995	-0.35488	0.099603	-0.15104	0.1488211	0.31901999999999997	0.23828	0.090655	0.0019152	0.55276	0.08187	0.24136	0.27611	0.56864	0.62425	0.79963	0.63341	0.5158	0.59489	0.49614	0.622912408573193	1.042608237762344	2.7177858669376644	0.2574633918419041	1.086875209610441	0.617334702833068	0.5589178640374014	0.24516259387479247	0.20464144897661465	0.0971109206694155	0.1983150844586812	0.28751866219808125	0.22556333143025575	0.30439575768669286	0.998643	0.965743	0.165347	0.998991	0.909664	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	3	4	3	3	4	2	2	2	1	1	2	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF133	0.29358	0.66282	0.37695	0.87147	0.50107	0.15912	0.079999	0.012836	0.02428	0.0016814	0.032202	0.016633	0.15732	0.71696	0.179662	-0.035924	-0.031409	-0.277585	-4.0649999999999714e-4	0.298555	0.35509999999999997	0.877265	0.76249	0.93542	0.699295	0.7492700000000001	0.03436	0.010239999999999999	0.5224	0.78775	0.59536	0.90915	0.64401	0.35724	0.19413	0.051471	0.086	0.0083857	0.11109	0.05694	0.3542	0.76121	0.2819968317329825	0.10361158815396276	0.22522034732254115	0.04136445693430866	0.19110738898941018	0.4470399193056504	0.7119073454581301	1.2884373940140028	1.0655015487564323	2.076460678621586	0.954325033230895	1.2445825371890638	0.45075144314594406	0.11849551502993	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.75154	0.957677	0.407058	0.98308	0.803971	0.956052	0.999996	3	2	3	1	2	3	3	4	4	6	4	3	4	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF135	0.024805	0.20702	0.11747	0.62862	0.2583	0.36688	0.82216	0.55398	0.73788	0.29341	0.078067	0.86813	0.056227	0.079688	0.757765	0.035616	-0.20425000000000001	-0.301095	-0.011209499999999997	-0.5547949999999999	-0.57022	-0.789745	-0.8612799999999999	-0.55629	-0.18038500000000002	-0.9625699999999999	0.56797	0.45039	0.088624	0.39859	0.28265	0.78262	0.43552	0.58927	0.82898	0.7148	0.84688	0.52638	0.22045	0.86935	0.16697	0.19345	1.0524486521973917	0.39947360126849013	0.5487510102038625	0.10644905781707603	0.36099189647675933	0.2296856684689156	0.08145594712694627	0.14581545616639338	0.07217812335280738	0.27870062025779346	0.6566898968376585	0.06080534154170361	0.7773615528335656	0.7134312659427362	0.881604	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.870914	0.935274	4	2	4	2	2	2	1	2	1	2	1	1	2	1	6	6	6	6	6	6	6	5	6	6	6	6	6	6
RNF138	0.42529	0.56582	0.87583	0.44382	0.49398	0.15675	0.25943	0.18881	0.18276	0.11882	0.56494	0.25022	0.75647	0.44922	0.06942799999999999	-0.371944	-0.20976999999999998	-0.730995	-0.3261265	0.422495	0.4916	0.408025	0.09090300000000001	0.62847	-0.179315	0.24378	0.054491	0.192066	0.64864	0.71678	0.89937	0.66531	0.63727	0.35316	0.44083	0.40699	0.39604	0.29123	0.76125	0.44192	0.85954	0.59794	0.18799627298708532	0.14461412110655655	0.046061603149835886	0.17697594880379242	0.195676525802456	0.4520284918527643	0.3557288579150769	0.39041626153196185	0.4022609481604154	0.5357638897869708	0.11847269435906824	0.35465634310146277	0.06573390795300932	0.2233423928949379	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	3	1	1	1	2	4	2	3	2	4	1	1	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF139	0.90501	0.39428	0.2122	0.20436000000000001	0.39946	0.65195	0.49644	0.0050608	0.066896	0.27273	0.14628	0.09382	0.43564	0.80977	-0.382705	0.11613	0.38616	0.29984500000000003	0.27251349999999996	0.042468	0.22521999999999998	0.737245	0.58384	0.122195	0.22141499999999997	0.28554	0.147337546	-0.16487000000000002	0.92552	0.60048	0.42033	0.4295	0.5539	0.79307	0.6403	0.023607	0.18971	0.5064	0.33891	0.22162	0.65628	0.81896	0.03361419193453613	0.22150145293099283	0.37640961220846775	0.3670368318327389	0.25656863485331644	0.10068847816531563	0.19361649817583243	1.6269591999703217	0.7219097759623955	0.29550630299070135	0.4699156165248343	0.6543910494594061	0.18291083057773644	0.08673730972127774	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.535088	0.989288	0.996673	0.999828	0.991768	0.999996	0.999996	1	2	3	3	2	1	2	3	3	3	3	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF14	0.91773	0.22081	0.011872	0.014245	0.089888	0.42644	0.27543	0.60898	0.66816	0.059013	0.51847	0.41526	0.65328	0.41287	-0.03847500000000001	0.271416	0.7199	0.820215	0.4540435	-0.168665	0.03955199999999999	-0.42410499999999995	0.013630000000000003	1.40194	-0.756915	0.38109000000000004	-0.36728000000000005	-0.013390000000000013	0.9316	0.41481	0.045938	0.055362	0.20758	0.64795	0.45378	0.78095	0.80183	0.18149	0.73467	0.57596	0.79143	0.56609	0.03077052013735692	0.38215078243615475	1.3378279165826858	1.2567882290051577	0.6828144923845644	0.18845850579900184	0.343154649220248	0.10737677075678215	0.0959176989077459	0.7411472993576966	0.13390769406125497	0.23960767696305674	0.10158749136147703	0.247114516875127	0.998643	0.999874	0.691745	0.795985	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.999996	1	2	2	5	3	2	2	1	2	4	3	1	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF141	0.44757	0.23183	0.049641	0.19057	0.044128	0.088664	0.22284	0.10325	0.16731	0.01081	0.24561	0.15382	0.56482	0.44873	0.036419999999999994	0.412576	0.57797	0.415815	0.28905349999999996	0.618125	0.5166	0.29974500000000004	0.44702	0.42795	0.580675	0.26815	-0.29427000000000003	-0.47805000000000003	0.6694	0.42811	0.1501	0.40892	0.12457	0.23324	0.40441	0.26478	0.37078	0.044188	0.485	0.30906	0.73924	0.5975	0.17431429197824166	0.36844462758709606	0.8236193077567295	0.38836164787749544	0.9045865355515537	0.6321969672509932	0.3931781139833022	0.5771148221691638	0.4308836998886349	1.3546956546635538	0.3142582613977364	0.5099571997357775	0.13121454164011773	0.22366209037982468	0.998643	0.999874	0.94616	0.998991	0.99347	0.999973	0.999996	0.999406	0.99906	0.733739	0.999828	0.999996	0.999996	0.999996	2	3	3	4	4	4	3	3	4	4	3	3	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF144A	0.3318	0.31245	0.46968	0.011173	0.35324	0.0070037	0.0051617	0.0060733	0.16658	0.22854	0.82261	0.14131	0.22546	0.22311	-0.264395	-0.125364	-0.14243	0.364255	-0.0853865	0.22706500000000002	0.29315	0.915295	0.32818	-0.07865	-0.551905	0.54985	0.033670000000000005	0.237891	0.55948	0.52204	0.67459	0.045147	0.51429	0.030729	0.020583	0.028143	0.36964	0.46266	0.9046	0.29117	0.4423	0.40377	0.2522154337913694	0.28229621900209667	0.17096010100185496	1.345371103085421	0.2887919201413666	1.5124515725632883	1.6864913259539267	1.5506296093177419	0.4322210384278167	0.33473804649147265	0.04354341659010019	0.5358533735404267	0.35428306063039616	0.39386595215430253	0.998643	0.999874	0.999582	0.743502	0.999996	0.796096	0.653586	0.577274	0.99906	0.996673	0.999828	0.999996	0.975675	0.995753	2	2	2	3	2	4	4	5	3	3	1	3	2	3	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF144B	0.31282	0.14995	0.42248	0.0015132	0.14352	0.78109	0.8399	0.66496	0.44224	0.042445	0.54203	0.82353	0.51244	0.78582	-0.6280950000000001	0.5436259999999999	0.37541	1.4888750000000002	0.4276235	0.023346999999999993	-0.06843000000000002	0.07194	0.12456900000000001	0.33573	0.08334299999999999	-0.18223	-0.07771999999999998	-0.39676000000000006	0.5412	0.32777	0.64274	0.0072268	0.28936	0.87694	0.84317	0.81024	0.66311	0.13944	0.7502	0.83468	0.70943	0.80214	0.26664221207441463	0.4844307988762209	0.1919646715557412	2.1410539641139117	0.5385615042464367	0.05703011992965299	0.0740848540601783	0.09138632033477655	0.17841442268055324	0.8556126258980632	0.12482294018529605	0.07847999262515001	0.14909045026078455	0.09574982632775215	0.998643	0.999874	0.999582	0.311716	0.999996	0.999973	0.999996	0.999406	0.99906	0.980275	0.999828	0.999996	0.999996	0.999996	2	3	2	4	2	1	1	2	3	4	2	1	2	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF145	0.1817	0.62641	0.27833	0.99965	0.42779	0.73604	0.18782	0.46562	0.17108	0.40972	0.16337	0.22921	0.67343	0.179	-1.205295	-1.2618839999999998	0.29848	-2.316025	-1.0800165	-0.348055	-0.15489999999999998	0.22826000000000002	0.29201	0.066415	-0.28392500000000004	0.5592699999999999	-1.4316	-1.1565400000000001	0.3945	0.7604	0.49339	0.99967	0.57823	0.84674	0.35529	0.6872	0.37703	0.63487	0.36715	0.41297	0.80441	0.34137	0.40395299245456084	0.1189578918065945	0.3068096570125374	1.4334083156633708e-4	0.23789937981086906	0.07224992367118448	0.44941701600050254	0.1629168491768141	0.4236240919265786	0.19731519449169452	0.43515646745616654	0.38408149630408867	0.094522539122257	0.4667746478578846	0.998643	0.999874	0.999582	0.999675	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.999996	0.999996	0.995753	2	2	3	0	2	2	1	3	4	3	3	3	1	1	6	6	6	6	6	6	6	6	6	6	6	6	6	6
RNF146	0.35319	0.27828	0.61265	0.55583	0.1941	0.13909	0.072993	0.3356	0.16699	0.9185	0.1258	0.080514	0.61278	0.41948	0.525605	0.0655743	0.088893	-0.236205	0.1865235	0.480335	0.6274599999999999	-0.575145	-0.37068999999999996	-1.82256	1.142485	-0.29429	-0.06284999999999999	0	0.57985	0.4835	0.76161	0.74265	0.36377	0.3224	0.18329	0.56746	0.37035	0.93359	0.3041	0.20199	0.76743	0.57181	0.2366843385018102	0.31560352158097954	0.1182673622649853	0.12921581461283466	0.4391731199280721	0.49160496686694694	0.7368612287818577	0.2460647462784982	0.43138765101238646	0.02984380881366987	0.5169835798558678	0.6946701308123922	0.11496122757737494	0.24274825382790158	0.998643	0.999874	0.999582	0.998991	0.999996	0.999973	0.999996	0.999406	0.99906	0.996673	0.999828	0.991768	0.999996	0.999996	3	3	2	2	2	4	3	2	2	1	3	2	2	2	6	6	6	6	6	6	6	6	6	6	6	6	6	6
